article_id,title,link,creator,published_at,created_at
AKR20260522067900061,"북한 내고향, 대망의 AWCL 결승전 하루 앞두고 막바지 맹훈련",https://www.yna.co.kr/view/AKR20260522067900061,김솔,2026-05-22T11:28:39+09:00,2026-05-22T18:51:27.275508+09:00
AKR20260522011000085,"태영호 ""김정은, 주애 태어나자 혈통주의로…10년간 후계 준비""",https://www.yna.co.kr/view/AKR20260522011000085,김지연,2026-05-22T07:11:44+09:00,2026-05-22T18:51:27.275545+09:00
AKR20260522011900504,[북한날씨] 전 지역 가끔 구름 많다가 밤부터 차차 흐려져,https://www.yna.co.kr/view/AKR20260522011900504,권수현,2026-05-22T06:37:25+09:00,2026-05-22T18:51:27.275583+09:00
AKR20260521089000504,"유엔인권전문가 ""납북자 해결은 평화 선결조건…北에 제기해야""",https://www.yna.co.kr/view/AKR20260521089000504,김동현,2026-05-22T06:00:22+09:00,2026-05-22T18:51:27.275621+09:00
AKR20260521158400504,"정동영, 美전문가와 간담회…'현실적 북핵 해법' 의견교환",https://www.yna.co.kr/view/AKR20260521158400504,하채림,2026-05-21T17:56:48+09:00,2026-05-22T18:51:27.275686+09:00
AKR20260521155200504,[북한단신] 러시아 방문하는 황해남도 대표단 출발,https://www.yna.co.kr/view/AKR20260521155200504,이은정,2026-05-21T17:47:56+09:00,2026-05-22T18:51:27.275727+09:00
AKR20260521151900504,"北억류 선교사 가족 ""집으로 돌아올 수 있도록""…석방 촉구",https://www.yna.co.kr/view/AKR20260521151900504,이은정,2026-05-21T17:47:07+09:00,2026-05-22T18:51:27.275759+09:00
AKR20260521146900054,"탈북자 위장 남파 간첩, 출소 후 보안관찰 위반 재판행",https://www.yna.co.kr/view/AKR20260521146900054,정회성,2026-05-21T16:39:35+09:00,2026-05-22T18:51:27.275790+09:00
AKR20260521145100504,"北 ""무분별한 한미 무력증강에 대칭적 조치 실행 강구"" 위협",https://www.yna.co.kr/view/AKR20260521145100504,이은정,2026-05-21T16:25:54+09:00,2026-05-22T18:51:27.275821+09:00
AKR20260521135200083,"中대사, 평양 협동농장서 모내기…""중·북 우호 중요한 상징""",https://www.yna.co.kr/view/AKR20260521135200083,정성조,2026-05-21T15:49:22+09:00,2026-05-22T18:51:27.275862+09:00
AKR20260521014951504,"北, '내고향'팀 승전보 전해…""한국 수원팀 이기고 결승진출""(종합)",https://www.yna.co.kr/view/AKR20260521014951504,하채림,2026-05-21T11:35:28+09:00,2026-05-22T18:51:27.275893+09:00
AKR20260521084000007,내고향 vs 도쿄…아시아 여자축구 챔피언 자리 놓고 23일 격돌,https://www.yna.co.kr/view/AKR20260521084000007,안홍석,2026-05-21T11:22:17+09:00,2026-05-22T18:51:27.275924+09:00
AKR20260521059900504,"정동영, 시진핑 방북설에 ""성사되면 북미회담 당연히 논의될 것""",https://www.yna.co.kr/view/AKR20260521059900504,하채림,2026-05-21T10:30:43+09:00,2026-05-22T18:51:27.275965+09:00
AKR20260521017700001,"靑, 시진핑 방북 가능성에 ""동향 주시…中 건설적 역할 기대""",https://www.yna.co.kr/view/AKR20260521017700001,임형섭,2026-05-21T07:13:12+09:00,2026-05-22T18:51:27.275999+09:00
AKR20260521016400504,[북한날씨] 전 지역에 비…함경도 일부 최대 80㎜,https://www.yna.co.kr/view/AKR20260521016400504,전명훈,2026-05-21T06:57:12+09:00,2026-05-22T18:51:27.276029+09:00
AKR20260521014900504,"北, '내고향'팀 승전보 전해…""한국 수원팀 이기고 결승진출""",https://www.yna.co.kr/view/AKR20260521014900504,전명훈,2026-05-21T06:45:59+09:00,2026-05-22T18:51:27.276073+09:00
AKR20260520195100504,"96세 비전향장기수도, 탈북가족도 비바람 속 내고향·수원 연호",https://www.yna.co.kr/view/AKR20260520195100504,하채림,2026-05-20T23:51:40+09:00,2026-05-22T18:51:27.276106+09:00
AKR20260520186251007,"'PK 실축' 수원FC, 북한 내고향에 1-2 역전패…AWCL 결승행 불발(종합)",https://www.yna.co.kr/view/AKR20260520186251007,오명언,2026-05-20T21:07:14+09:00,2026-05-22T18:51:27.276137+09:00
AKR20260520186200007,"'PK 실축' 수원FC, 북한 내고향에 1-2 역전패…AWCL 결승행 불발",https://www.yna.co.kr/view/AKR20260520186200007,오명언,2026-05-20T20:57:14+09:00,2026-05-22T18:51:27.276168+09:00
AKR20260520162800504,[북한단신] 단천발전소 1단계 준공식,https://www.yna.co.kr/view/AKR20260520162800504,이은정,2026-05-20T17:03:15+09:00,2026-05-22T18:51:27.276205+09:00
AKR20260520144851504,"통일장관 ""평화적 두 국가론, '北두국가론'과 본질적으로 달라""(종합)",https://www.yna.co.kr/view/AKR20260520144851504,이은정,2026-05-20T17:01:15+09:00,2026-05-22T18:51:27.276237+09:00
AKR20260520144800504,"통일장관 ""평화적 두 국가론, '北두국가론'과 본질적으로 달라""",https://www.yna.co.kr/view/AKR20260520144800504,이은정,2026-05-20T15:58:13+09:00,2026-05-22T18:51:27.276273+09:00
AKR20260520100200504,"정동영 ""北축구단 방남, 좋은 선례 남기는 게 목표""",https://www.yna.co.kr/view/AKR20260520100200504,하채림,2026-05-20T13:46:58+09:00,2026-05-22T18:51:27.276315+09:00
AKR20260520033851009,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""(종합)",https://www.yna.co.kr/view/AKR20260520033851009,김효정,2026-05-20T10:05:58+09:00,2026-05-22T18:51:27.276347+09:00
AKR20260520033800009,"""北, 최근 서해 위성발사장서 로켓엔진 연소시험 진행한 듯""",https://www.yna.co.kr/view/AKR20260520033800009,오수진,2026-05-20T09:19:54+09:00,2026-05-22T18:51:27.276378+09:00
AKR20260520039400009,"북중 4월 교역량, 8년여만에 최고…""러시아발 전쟁자금 덕분""",https://www.yna.co.kr/view/AKR20260520039400009,고일환,2026-05-20T09:17:20+09:00,2026-05-22T18:51:27.276469+09:00
AKR20260520017400504,[북한날씨] 전 지역 대체로 흐림…황해도 등 곳에 따라 비,https://www.yna.co.kr/view/AKR20260520017400504,권수현,2026-05-20T07:22:23+09:00,2026-05-22T18:51:27.276659+09:00
AKR20260520016800504,U-17 아시안컵 우승 北여자축구 대표팀 귀국…평양서 카퍼레이드,https://www.yna.co.kr/view/AKR20260520016800504,권수현,2026-05-20T07:16:45+09:00,2026-05-22T18:51:27.276723+09:00
AKR20260519151500002,"평양선 1달러에 7만100원, 올들어 80% 뛰어…""통화량 증가 때문""",https://www.yna.co.kr/view/AKR20260519151500002,한지훈,2026-05-20T06:33:30+09:00,2026-05-22T18:51:27.276779+09:00
AKR20260520007000071,"美전문가 ""트럼프, 한반도 골칫거리없는 안정 중시""…""시급성無""",https://www.yna.co.kr/view/AKR20260520007000071,조준형,2026-05-20T05:08:24+09:00,2026-05-22T18:51:27.276838+09:00
AKR20260519165751108,"러 외무부 ""올해 북한 최선희 외무상 방문 기대""",https://www.yna.co.kr/view/AKR20260519165751108,김동호,2026-05-19T19:14:52+09:00,2026-05-22T18:51:27.276882+09:00
AKR20260519165700108,"[속보] 러 외무부 ""올해 북한 외무상 방문 기대""<러 매체>",https://www.yna.co.kr/view/AKR20260519165700108,김동호,2026-05-19T18:56:03+09:00,2026-05-22T18:51:27.276925+09:00
AKR20260519155300504,"[북한단신] 박태성 총리, 불가리아 신임 총리에게 축전",https://www.yna.co.kr/view/AKR20260519155300504,권수현,2026-05-19T17:45:20+09:00,2026-05-22T18:51:27.276968+09:00
AKR20260519153100504,"""함께 그리는 평화""…제14회 평화통일교육주간 25일 개막",https://www.yna.co.kr/view/AKR20260519153100504,하채림,2026-05-19T17:23:09+09:00,2026-05-22T18:51:27.277010+09:00
AKR20260519088651504,"통일부 ""'평화적 2국가론'은 李정부 평화공존정책 이행전략""(종합)",https://www.yna.co.kr/view/AKR20260519088651504,하채림,2026-05-19T17:20:45+09:00,2026-05-22T18:51:27.277052+09:00
AKR20260519150800007,"나이키·아디다스 신은 내고향축구단, 밝은 표정으로 훈련 공개",https://www.yna.co.kr/view/AKR20260519150800007,배진남,2026-05-19T17:04:49+09:00,2026-05-22T18:51:27.277094+09:00
AKR20260519040851001,"국힘 ""李정부 통일백서 두 국가론은 위헌""…與 ""무지·억지""(종합)",https://www.yna.co.kr/view/AKR20260519040851001,오규진,2026-05-19T15:39:39+09:00,2026-05-22T18:51:27.277136+09:00
AKR20260519091100007,"북한 내고향 감독 ""경기에만 집중…공동응원 상관할 문제 아냐""",https://www.yna.co.kr/view/AKR20260519091100007,배진남,2026-05-19T12:20:54+09:00,2026-05-22T18:51:27.277178+09:00
AKR20260519088600504,"통일부 ""'평화적 2국가', 정부전체 입장 아냐…통일부 구상""",https://www.yna.co.kr/view/AKR20260519088600504,하채림,2026-05-19T12:04:35+09:00,2026-05-22T18:51:27.277220+09:00
AKR20260519064600009,"北, 러시아 드론 기술에 눈독…러 훈련시설에 대표단 방문",https://www.yna.co.kr/view/AKR20260519064600009,현영복,2026-05-19T10:35:16+09:00,2026-05-22T18:51:27.277263+09:00
AKR20260519057200005,"태진아 ""내 노래처럼 남북이 케이블카로 오가는 날 오길""",https://www.yna.co.kr/view/AKR20260519057200005,이태수,2026-05-19T10:30:53+09:00,2026-05-22T18:51:27.277305+09:00
AKR20260519062300062,[강원 고성소식] 납북 귀환 어부 전시 호응…특별법 관심 이어져,https://www.yna.co.kr/view/AKR20260519062300062,류호준,2026-05-19T10:19:30+09:00,2026-05-22T18:51:27.277346+09:00
AKR20260519040800001,"국힘, 통일백서 '두 국가론'에 ""명백한 위헌…정동영 경질해야""",https://www.yna.co.kr/view/AKR20260519040800001,박수윤,2026-05-19T09:55+09:00,2026-05-22T18:51:27.277390+09:00
AKR20260519014500504,[북한날씨] 함경도 5㎜ 안팎 빗방울…황해남도엔 '가뭄경보',https://www.yna.co.kr/view/AKR20260519014500504,전명훈,2026-05-19T06:50:06+09:00,2026-05-22T18:51:27.277432+09:00
AKR20260518146000504,"작년 MDL 17번 침범한 北, 올해는 잠잠…불모지 작업 마친 듯",https://www.yna.co.kr/view/AKR20260518146000504,김철선,2026-05-19T06:01:02+09:00,2026-05-22T18:51:27.277473+09:00
AKR20260518149700061,"북한 여자축구 내고향팀, 방한 이틀째 수원서 훈련 이어가",https://www.yna.co.kr/view/AKR20260518149700061,김솔,2026-05-18T18:17:14+09:00,2026-05-22T18:51:27.277514+09:00
AKR20260518147300504,"남북 축구팀 공동응원단장 ""관계개선돼야 스포츠 脫정치 가능""",https://www.yna.co.kr/view/AKR20260518147300504,하채림,2026-05-18T17:56:07+09:00,2026-05-22T18:51:27.277558+09:00
AKR20260518144500504,"[북한단신] 평양시, 녹지조성·강하천 정비 등 국토관리사업 진행",https://www.yna.co.kr/view/AKR20260518144500504,권수현,2026-05-18T17:36:28+09:00,2026-05-22T18:51:27.277603+09:00
AKR20260518136900083,"'미중정상 北비핵화 목표 언급' 美발표에…中 ""정책연속성 유지""",https://www.yna.co.kr/view/AKR20260518136900083,정성조,2026-05-18T17:02:26+09:00,2026-05-22T18:51:27.277644+09:00
AKR20260518124200504,"논란의 '평화적 두 국가론', 대북정책 집약 '통일백서'에 등장",https://www.yna.co.kr/view/AKR20260518124200504,전명훈,2026-05-18T16:27:42+09:00,2026-05-22T18:51:27.277673+09:00
AKR20260518116900504,한미정상 통화 이어 외교차관 방미…한반도 현안 논의 주목,https://www.yna.co.kr/view/AKR20260518116900504,김지헌,2026-05-18T15:34:52+09:00,2026-05-22T18:51:27.277702+09:00
AKR20260518040651504,"李정부 첫 통일백서 ""통일지향 평화적 두 국가관계로 전환필요""(종합)",https://www.yna.co.kr/view/AKR20260518040651504,하채림,2026-05-18T14:20:06+09:00,2026-05-22T18:51:27.277732+09:00
AKR20260518073000073,"日매체 ""북한군, 군사분계선 인근서 전술도로 확장""",https://www.yna.co.kr/view/AKR20260518073000073,조성미,2026-05-18T11:29:53+09:00,2026-05-22T18:51:27.277761+09:00
AKR20260518066700007,"지소연 가세 수원FC, 내고향에 설욕할까…AWCL 결승 길목서 격돌",https://www.yna.co.kr/view/AKR20260518066700007,배진남,2026-05-18T11:10:40+09:00,2026-05-22T18:51:27.277789+09:00
AKR20260518067800064,충북도 남북교류협력기금 조례 개정 추진…활용범위 확대,https://www.yna.co.kr/view/AKR20260518067800064,전창해,2026-05-18T11:07:37+09:00,2026-05-22T18:51:27.277818+09:00
AKR20260518040600504,'北변화 유도' 대신 '평화공존'으로…李정부 첫 통일백서,https://www.yna.co.kr/view/AKR20260518040600504,하채림,2026-05-18T11:00:04+09:00,2026-05-22T18:51:27.277846+09:00
AKR20260518004552504,"北김정은, 전군 지휘관 불러 ""전방부대 강화·남부국경 요새화""(종합)",https://www.yna.co.kr/view/AKR20260518004552504,전명훈,2026-05-18T10:55:55+09:00,2026-05-22T18:51:27.277874+09:00
AKR20260518007400504,"[북한날씨] 평양도 더운 날…""낮 최고기온 29도""",https://www.yna.co.kr/view/AKR20260518007400504,전명훈,2026-05-18T06:54:38+09:00,2026-05-22T18:51:27.277903+09:00
AKR20260518004551504,"北김정은, 전군 지휘관들 소집…""남부국경 최전선부대 강화""",https://www.yna.co.kr/view/AKR20260518004551504,전명훈,2026-05-18T06:50:26+09:00,2026-05-22T18:51:27.277932+09:00
AKR20260518004500504,"[속보] 김정은 전군 사·여단장 회의…""남부국경 최전선부대 강화""",https://www.yna.co.kr/view/AKR20260518004500504,전명훈,2026-05-18T06:10:22+09:00,2026-05-22T18:51:27.277968+09:00
AKR20260517063000001,"[속보] 李대통령 ""미중정상, 한반도 문제에 건설적 협의 가져"" 평가",https://www.yna.co.kr/view/AKR20260517063000001,임형섭,2026-05-17T23:15:06+09:00,2026-05-22T18:51:27.277997+09:00
AKR20260517044651061,"'12년 만의 방한' 북한 여자축구 내고향팀, 수원 도착후 첫 훈련(종합)",https://www.yna.co.kr/view/AKR20260517044651061,이영주,2026-05-17T18:26:18+09:00,2026-05-22T18:51:27.278027+09:00
AKR20260517050900504,"[북한단신] 베트남 주석 특사단, 방북 마치고 귀국",https://www.yna.co.kr/view/AKR20260517050900504,전명훈,2026-05-17T18:13:12+09:00,2026-05-22T18:51:27.278055+09:00
AKR20260517049300504,"INSS ""미중 정상회담 계기로 한반도 문제서 中 역할 증대""",https://www.yna.co.kr/view/AKR20260517049300504,전명훈,2026-05-17T17:38:53+09:00,2026-05-22T18:51:27.278083+09:00
AKR20260517039151007,북한 내고향 입국…안 웃고 앞만 보며 1분여만에 공항 빠져나가(종합2보),https://www.yna.co.kr/view/AKR20260517039151007,전명훈,2026-05-17T17:07:55+09:00,2026-05-22T18:51:27.278111+09:00
AKR20260517044600061,북한 내고향 축구단 수원 숙소 도착…곧장 첫 훈련 돌입,https://www.yna.co.kr/view/AKR20260517044600061,이영주,2026-05-17T16:55:14+09:00,2026-05-22T18:51:27.278143+09:00
AKR20260517039100007,北 내고향팀 입국…안 웃고 앞만 보며 1분여만에 공항 빠져나가(종합),https://www.yna.co.kr/view/AKR20260517039100007,안홍석,2026-05-17T15:34:25+09:00,2026-05-22T18:51:27.278171+09:00
AKR20260517024900007,내고향여자축구단 입국…북한 선수단으로 8년 만의 방한,https://www.yna.co.kr/view/AKR20260517024900007,안홍석,2026-05-17T14:21:35+09:00,2026-05-22T18:51:27.278200+09:00
AKR20260517030100504,'내고향' 방남 외면하는 北매체들…두달전 '4강 진출' 보도뿐,https://www.yna.co.kr/view/AKR20260517030100504,전명훈,2026-05-17T13:18:40+09:00,2026-05-22T18:51:27.278233+09:00
AKR20260516053500504,"관광업 공들이는 北, 백두산 관광지구 생태환경보호법 제정",https://www.yna.co.kr/view/AKR20260516053500504,권수현,2026-05-17T07:00:09+09:00,2026-05-22T18:51:27.278262+09:00
AKR20260517005300504,[북한날씨] 대체로 맑다가 밤부터 구름,https://www.yna.co.kr/view/AKR20260517005300504,전명훈,2026-05-17T06:58:05+09:00,2026-05-22T18:51:27.278294+09:00
AKR20260516049800504,"""北축구단 방남, 국제·다자무대 남북협력 가능성 신호""",https://www.yna.co.kr/view/AKR20260516049800504,하채림,2026-05-17T05:57:02+09:00,2026-05-22T18:51:27.278328+09:00
AKR20260516047000504,"[북한단신] 박태성 총리, 탄광·발전소 등 경제 부문 시찰",https://www.yna.co.kr/view/AKR20260516047000504,권수현,2026-05-16T17:18:57+09:00,2026-05-22T18:51:27.278364+09:00
AKR20260516043400083,"주북 中대사 ""북중 경제교류 강화""…중국군 묘소도 참배",https://www.yna.co.kr/view/AKR20260516043400083,정성조,2026-05-16T16:22:59+09:00,2026-05-22T18:51:27.278391+09:00
AKR20260516011500504,[북한날씨] 전 지역 대체로 맑음,https://www.yna.co.kr/view/AKR20260516011500504,권수현,2026-05-16T07:14:02+09:00,2026-05-22T18:51:27.278419+09:00
AKR20260516010700504,"北조용원, 베트남 외교장관과 회동…""친선적 분위기 속 담화""",https://www.yna.co.kr/view/AKR20260516010700504,권수현,2026-05-16T07:07:27+09:00,2026-05-22T18:51:27.278452+09:00
AKR20260515067000071,[미중정상회담] 트럼프-김정은 '번개회동' 결국 불발…물밑 소통 되살릴까,https://www.yna.co.kr/view/AKR20260515067000071,조준형,2026-05-15T22:13:32+09:00,2026-05-22T18:51:27.278480+09:00
AKR20260515173000504,탈북 국군포로 별세…국내 생존자 5명으로 줄어,https://www.yna.co.kr/view/AKR20260515173000504,김철선,2026-05-15T19:23:54+09:00,2026-05-22T18:51:27.278508+09:00
AKR20260522035452003,비아파트 공급 속도전…규제지역에 매입임대 '6만6천호+α'(종합2보),https://www.yna.co.kr/view/AKR20260522035452003,서미숙,2026-05-22T18:39:21+09:00,2026-05-22T18:51:27.278536+09:00
AKR20260522141501054,전남광주 통합특별시 1금고 첫 운영기관 '농협은행'(종합),https://www.yna.co.kr/view/AKR20260522141501054,장덕종,2026-05-22T18:29:21+09:00,2026-05-22T18:51:27.278565+09:00
AKR20260522147300008,"아모텍, 350억원 주주배정 유상증자 결정",https://www.yna.co.kr/view/AKR20260522147300008,증권부,2026-05-22T18:22:56+09:00,2026-05-22T18:51:27.278594+09:00
AKR20260522042652008,"[특징주] 美정부, 양자컴퓨팅 기업 지분투자에 관련株 급등(종합2보)",https://www.yna.co.kr/view/AKR20260522042652008,이민영,2026-05-22T18:22:25+09:00,2026-05-22T18:51:27.278622+09:00
AKR20260522135700011,[연합뉴스 이 시각 헤드라인] - 18:00,https://www.yna.co.kr/view/AKR20260522135700011,한미희,2026-05-22T18:00+09:00,2026-05-22T18:51:27.278707+09:00
AKR20260522141500054,전남광주통합시 1금고 첫 운영기관 '농협은행',https://www.yna.co.kr/view/AKR20260522141500054,장덕종,2026-05-22T17:46:23+09:00,2026-05-22T18:51:27.278736+09:00
AKR20260522140100008,'삼전·닉스 단일종목 레버리지·인버스' 18종 27일 상장,https://www.yna.co.kr/view/AKR20260522140100008,이민영,2026-05-22T17:45:44+09:00,2026-05-22T18:51:27.278764+09:00
AKR20260522141800008,"티이엠씨 ""에이텍솔루션 주식 350억원어치 취득…지분율 31.2%""",https://www.yna.co.kr/view/AKR20260522141800008,증권부,2026-05-22T17:40:55+09:00,2026-05-22T18:51:27.278798+09:00
AKR20260522140200008,"오에스피, 10억원 제3자배정 유상증자",https://www.yna.co.kr/view/AKR20260522140200008,증권부,2026-05-22T17:40:25+09:00,2026-05-22T18:51:27.278826+09:00
AKR20260522140600371,"[동포의 창] 미주한상총연, 8월 라스베이거스서 '미주 한상대회'",https://www.yna.co.kr/view/AKR20260522140600371,강성철,2026-05-22T17:39:19+09:00,2026-05-22T18:51:27.278854+09:00
AKR20260522138300008,"삼성전기, LG엔솔 제치고 시총 5위…급등장에 시총 '대전'",https://www.yna.co.kr/view/AKR20260522138300008,황철환,2026-05-22T17:33:58+09:00,2026-05-22T18:51:27.278882+09:00
AKR20260522137600063,"젠틀몬스터, 블루엘리펀트 파우치 디자인등록 무효심판 승소",https://www.yna.co.kr/view/AKR20260522137600063,김소연,2026-05-22T17:31:43+09:00,2026-05-22T18:51:27.278910+09:00
AKR20260521168851030,"소상공단체, 쿠팡이츠 한시 무료배달 확대에 ""수수료 노예 전락""(종합)",https://www.yna.co.kr/view/AKR20260521168851030,구정모,2026-05-22T17:31:34+09:00,2026-05-22T18:51:27.278938+09:00
AKR20260522128151008,"국고채 금리, 외인 순매수에 동반 하락…3년물 연 3.736%(종합)",https://www.yna.co.kr/view/AKR20260522128151008,고은지,2026-05-22T17:28:32+09:00,2026-05-22T18:51:27.278966+09:00
AKR20260522058452530,공무원노조도 동참…스타벅스 불매 공직사회 전반 확산(종합2보),https://www.yna.co.kr/view/AKR20260522058452530,홍준석,2026-05-22T17:24:56+09:00,2026-05-22T18:51:27.279+09:00
AKR20260522136500052,"BNK경남은행, 창립 56주년 기념식…""고객 가치 최우선""",https://www.yna.co.kr/view/AKR20260522136500052,김선경,2026-05-22T17:21:08+09:00,2026-05-22T18:51:27.279037+09:00
AKR20260522134500017,"릴리 창립 150년…""AI도입·파트너십 확대로 혁신 지속""",https://www.yna.co.kr/view/AKR20260522134500017,신선미,2026-05-22T17:15:41+09:00,2026-05-22T18:51:27.279068+09:00
AKR20260522130000008,"코스피200 DB하이텍 포함되고, GS건설 빠진다…4개종목 맞교체",https://www.yna.co.kr/view/AKR20260522130000008,김유향,2026-05-22T17:08:42+09:00,2026-05-22T18:51:27.279096+09:00
AKR20260522129200002,"인터넷은행 3사, 1분기 중·저신용자 신용대출 목표치 넘겨",https://www.yna.co.kr/view/AKR20260522129200002,이도흔,2026-05-22T17:05:23+09:00,2026-05-22T18:51:27.279124+09:00
AKR20260522127800003,[게시판] 한국부동산경영학회 23일 '부동산 산업 대전환' 학술세미나,https://www.yna.co.kr/view/AKR20260522127800003,오진송,2026-05-22T17:02:02+09:00,2026-05-22T18:51:27.279153+09:00
AKR20260522122700003,"경총 손경식, ILO 사무총장 만나 ""성과급 요구 확산 우려""",https://www.yna.co.kr/view/AKR20260522122700003,홍규빈,2026-05-22T17:00:48+09:00,2026-05-22T18:51:27.279187+09:00
AKR20260522067800030,"농식품부, 식자재마트서 양파 '1+1' 행사…출하 정지·수출 병행",https://www.yna.co.kr/view/AKR20260522067800030,한주홍,2026-05-22T17:00:01+09:00,2026-05-22T18:51:27.279224+09:00
AKR20260522126200008,"다올증권 ""최근 코스피 수급, 대만과 유사…'1만피' 가능""",https://www.yna.co.kr/view/AKR20260522126200008,이민영,2026-05-22T16:46:21+09:00,2026-05-22T18:51:27.279252+09:00
AKR20260522121100003,대우건설도 성수4지구 입찰보증금 완납…'2파전' 재개,https://www.yna.co.kr/view/AKR20260522121100003,임기창,2026-05-22T16:45:16+09:00,2026-05-22T18:51:27.279280+09:00
AKR20260522057951030,"소비자단체협의회 ""스타벅스, 충전액 조건 없이 전액 환불해야""(종합)",https://www.yna.co.kr/view/AKR20260522057951030,김수현,2026-05-22T16:41:52+09:00,2026-05-22T18:51:27.279320+09:00
AKR20260522128100008,국고채 금리 일제히 하락…3년물 연 3.736%,https://www.yna.co.kr/view/AKR20260522128100008,증권부,2026-05-22T16:41:06+09:00,2026-05-22T18:51:27.279351+09:00
AKR20260522121300008,"코스피, 0.41% 오른 7,847로 마감…코스닥 4.99% 급등(종합)",https://www.yna.co.kr/view/AKR20260522121300008,김유아,2026-05-22T16:40:31+09:00,2026-05-22T18:51:27.279381+09:00
AKR20260522064351008,첫날 '완판' 국민성장펀드 기대감? 코스닥 날았다(종합),https://www.yna.co.kr/view/AKR20260522064351008,황철환,2026-05-22T16:22:02+09:00,2026-05-22T18:51:27.279408+09:00
AKR20260522112951002,"환율, 장중 1,520원 근접…당국 ""필요시 단호 조치""(종합)",https://www.yna.co.kr/view/AKR20260522112951002,한지훈,2026-05-22T16:07:53+09:00,2026-05-22T18:51:27.279436+09:00
AKR20260522035051008,"[특징주] 삼전, 숨고르기…'30만전자' 터치후 2% 하락마감(종합)",https://www.yna.co.kr/view/AKR20260522035051008,황철환,2026-05-22T16:05:18+09:00,2026-05-22T18:51:27.279469+09:00
AKR20260522118000002,"외환당국, 환율 구두개입…""필요시 단호 조치""",https://www.yna.co.kr/view/AKR20260522118000002,임지우,2026-05-22T16:04+09:00,2026-05-22T18:51:27.279497+09:00
AKR20260522052900003,"대한상의-한국남부발전, 탄소중립 이행·에너지전환 촉진 '맞손'",https://www.yna.co.kr/view/AKR20260522052900003,조성흠,2026-05-22T16:00:05+09:00,2026-05-22T18:51:27.279526+09:00
AKR20260522114700003,"주택관리사협회 ""관리비 개선 취지 공감…업계 매도 우려""",https://www.yna.co.kr/view/AKR20260522114700003,오진송,2026-05-22T15:51:45+09:00,2026-05-22T18:51:27.279567+09:00
AKR20260522113600003,"[동정] 김이탁 국토1차관, 2기 '안심전세 꼼꼼이' 위촉장 수여",https://www.yna.co.kr/view/AKR20260522113600003,임기창,2026-05-22T15:50:09+09:00,2026-05-22T18:51:27.279613+09:00
AKR20260522112900002,"환율, 엔화 약세·유가 상승에 장중 1,520원 근접…한 달 반만에 최고",https://www.yna.co.kr/view/AKR20260522112900002,김수현,2026-05-22T15:49:03+09:00,2026-05-22T18:51:27.279660+09:00
AKR20260522044051002,국민참여성장펀드 가입 열기…주요 은행·증권사 물량 첫날 매진(종합),https://www.yna.co.kr/view/AKR20260522044051002,임지우,2026-05-22T15:45+09:00,2026-05-22T18:51:27.279701+09:00
AKR20260522111500062,"원주시, '찾아가는 산업단지 구인구직 해피데이' 성료",https://www.yna.co.kr/view/AKR20260522111500062,임보연,2026-05-22T15:43:20+09:00,2026-05-22T18:51:27.279741+09:00
AKR20260522040151008,"[특징주] 알루미늄 관련주, '중동발 생산차질'에 강세…삼아알미늄 16%↑(종합)",https://www.yna.co.kr/view/AKR20260522040151008,김유향,2026-05-22T15:40:30+09:00,2026-05-22T18:51:27.279780+09:00
AKR20260522110600008,"코스피, 0.41% 오른 7,847로 마감…코스닥 4.99% 급등",https://www.yna.co.kr/view/AKR20260522110600008,김유아,2026-05-22T15:39:23+09:00,2026-05-22T18:51:27.279820+09:00
AKR20260522111000002,외국환시세(5월22일·마감가),https://www.yna.co.kr/view/AKR20260522111000002,경제부,2026-05-22T15:35:20+09:00,2026-05-22T18:51:27.279860+09:00
AKR20260522109700002,"[외환] 원/달러 환율 11.1원 오른 1,517.2원(15:30 종가)",https://www.yna.co.kr/view/AKR20260522109700002,경제부,2026-05-22T15:30:45+09:00,2026-05-22T18:51:27.279899+09:00
AKR20260522108300051,"부산은행, 국민참여성장펀드 100억원 판매 첫날 완판",https://www.yna.co.kr/view/AKR20260522108300051,민영규,2026-05-22T15:29:08+09:00,2026-05-22T18:51:27.279940+09:00
AKR20260522108000003,"최태원, 유엔개발계획 총재 면담…개발협력 민간역할 확대 논의",https://www.yna.co.kr/view/AKR20260522108000003,임성호,2026-05-22T15:23:51+09:00,2026-05-22T18:51:27.279979+09:00
AKR20260522106000008,[부고] 박경대(한화투자증권 커뮤니케이션팀장)씨 부친상,https://www.yna.co.kr/view/AKR20260522106000008,이민영,2026-05-22T15:14:40+09:00,2026-05-22T18:51:27.280019+09:00
AKR20260522105800053,"iM뱅크, 김창준한미연구원과 '지역기업 미국 진출 지원' 협약",https://www.yna.co.kr/view/AKR20260522105800053,한무선,2026-05-22T15:13:48+09:00,2026-05-22T18:51:27.280066+09:00
AKR20260522105000008,"지구홀딩스 ""탠덤스튜디오 주식 16억원어치 취득…지분율 5%""",https://www.yna.co.kr/view/AKR20260522105000008,증권부,2026-05-22T15:12:29+09:00,2026-05-22T18:51:27.280106+09:00
AKR20260522104600008,'스페이스X의 힘?' 미래운용 美우주테크 ETF 순자산 1조원 넘어,https://www.yna.co.kr/view/AKR20260522104600008,고은지,2026-05-22T15:07:12+09:00,2026-05-22T18:51:27.280173+09:00
